node_id	pos_x	pos_y
1	32.5664	7.77531
2	23.5615	7.95525
3	0.0934359	17.2773
4	28.7631	29.2591
5	3.81771	30.1834
6	23.4278	34.4929
7	5.21727	6.13211
8	30.1535	33.9284
9	32.2799	19.4154
10	9.96523	30.2468
11	23.4434	21.1183
12	4.31214	4.12966
13	10.5783	35.1403
14	9.23443	3.38767
15	38.4553	4.30058
16	32.2029	31.0216
17	12.0759	15.7644
18	38.9769	12.1693
19	33.0417	27.74
20	1.4284	36.8594
21	17.9233	24.8562
22	31.3523	23.1406
23	30.9883	21.5058
24	17.069	23.2681
25	0.9212	27.0342
26	13.5149	24.3646
27	8.1525	17.827
28	28.4942	18.7308
29	12.9673	37.7287
30	22.1185	11.4226
31	2.02925	14.3214
32	2.44423	14.1051
33	30.0858	1.42111
34	26.2745	23.1275
35	29.1611	27.7029
36	19.9869	7.08441
37	12.559	11.3392
38	30.225	3.54729
39	32.845	7.29402
40	26.8154	33.7662
41	34.3283	0.330321
42	18.1308	2.48075
43	18.1573	6.62501
44	21.2116	31.1247
45	4.35367	3.33008
46	2.54724	6.38291
47	17.6515	4.99147
48	20.4881	7.73736
49	6.41259	6.76253
50	30.8649	35.5737
51	34.4654	10.8519
52	2.65808	7.02444
53	22.1911	32.8831
54	10.5717	15.0361
55	0.17712	37.3872
56	8.80228	34.5054
57	37.7175	26.9331
58	36.9861	15.8748
59	33.5581	18.1977
60	6.99948	37.9117
61	21.5278	9.54673
62	4.29465	39.1793
63	14.5382	24.7827
64	6.91668	20.9508
65	31.5452	37.7816
66	16.5244	26.0106
67	8.63343	19.1825
68	33.0351	30.8245
69	12.0656	3.60681
70	5.86057	12.2427
